"";"link";"url";"num";"year";"...5";"L1"
"3187";"
 Т. 55  № 4";"contents.asp?id=46339911";"Номер: 4";"Год: 2021";"Дата размещения:25.07.2021";"Паразитология"
"3188";"
 Т. 55  № 5";"contents.asp?id=46629056";"Номер: 5";"Год: 2021";"Дата размещения:07.10.2021";"Паразитология"
"3189";"
 Т. 55  № 6";"contents.asp?id=47296924";"Номер: 6";"Год: 2021";"Дата размещения:07.12.2021";"Паразитология"
"3190";"
 Т. 54  № 1";"contents.asp?id=42361754";"Номер: 1";"Год: 2020";"Дата размещения:16.02.2020";"Паразитология"
"3191";"
 Т. 54  № 2";"contents.asp?id=42655476";"Номер: 2";"Год: 2020";"Дата размещения:11.04.2020";"Паразитология"
"3192";"
 Т. 54  № 3";"contents.asp?id=42942329";"Номер: 3";"Год: 2020";"Дата размещения:11.06.2020";"Паразитология"
"3193";"
 Т. 54  № 4";"contents.asp?id=43828830";"Номер: 4";"Год: 2020";"Дата размещения:26.08.2020";"Паразитология"
"3194";"
 Т. 54  № 5";"contents.asp?id=44031100";"Номер: 5";"Год: 2020";"Дата размещения:10.10.2020";"Паразитология"
"3195";"
 Т. 54  № 6";"contents.asp?id=44290378";"Номер: 6";"Год: 2020";"Дата размещения:03.12.2020";"Паразитология"
"3196";"
 Т. 32  № 1";"contents.asp?id=67914988";"Номер: 1";"Год: 2024";"Дата размещения:02.07.2024";"Петрология"
"3197";"
 Т. 32  № 2";"contents.asp?id=67954022";"Номер: 2";"Год: 2024";"Дата размещения:07.07.2024";"Петрология"
"3198";"
 Т. 32  № 3";"contents.asp?id=68524027";"Номер: 3";"Год: 2024";"Дата размещения:03.08.2024";"Петрология"
"3199";"
 Т. 32  № 4";"contents.asp?id=69030852";"Номер: 4";"Год: 2024";"Дата размещения:03.09.2024";"Петрология"
"3200";"
 Т. 32  № 5";"contents.asp?id=74512497";"Номер: 5";"Год: 2024";"Дата размещения:11.11.2024";"Петрология"
"3201";"
 Т. 31  № 1";"contents.asp?id=50404907";"Номер: 1";"Год: 2023";"Дата размещения:25.03.2023";"Петрология"
"3202";"
 Т. 31  № 2";"contents.asp?id=50502292";"Номер: 2";"Год: 2023";"Дата размещения:13.04.2023";"Петрология"
"3203";"
 Т. 31  № 3";"contents.asp?id=50502314";"Номер: 3";"Год: 2023";"Дата размещения:13.04.2023";"Петрология"
"3204";"
 Т. 31  № 4";"contents.asp?id=53986499";"Номер: 4";"Год: 2023";"Дата размещения:20.06.2023";"Петрология"
"3205";"
 Т. 31  № 5";"contents.asp?id=54293274";"Номер: 5";"Год: 2023";"Дата размещения:16.08.2023";"Петрология"
"3206";"
 Т. 31  № 6";"contents.asp?id=54804692";"Номер: 6";"Год: 2023";"Дата размещения:14.11.2023";"Петрология"
"3207";"
 Т. 30  № 1";"contents.asp?id=47423828";"Номер: 1";"Год: 2022";"Дата размещения:29.12.2021";"Петрология"
"3208";"
 Т. 30  № 2";"contents.asp?id=48104011";"Номер: 2";"Год: 2022";"Дата размещения:22.03.2022";"Петрология"
"3209";"
 Т. 30  № 3";"contents.asp?id=48340597";"Номер: 3";"Год: 2022";"Дата размещения:29.04.2022";"Петрология"
"3210";"
 Т. 30  № 4";"contents.asp?id=48621958";"Номер: 4";"Год: 2022";"Дата размещения:14.06.2022";"Петрология"
"3211";"
 Т. 30  № 5";"contents.asp?id=48868433";"Номер: 5";"Год: 2022";"Дата размещения:08.07.2022";"Петрология"
"3212";"
 Т. 30  № 6";"contents.asp?id=49421045";"Номер: 6";"Год: 2022";"Дата размещения:19.09.2022";"Петрология"
"3213";"
 Т. 29  № 1";"contents.asp?id=44494873";"Номер: 1";"Год: 2021";"Дата размещения:12.01.2021";"Петрология"
"3214";"
 Т. 29  № 2";"contents.asp?id=44596006";"Номер: 2";"Год: 2021";"Дата размещения:29.01.2021";"Петрология"
"3215";"
 Т. 29  № 3";"contents.asp?id=45598091";"Номер: 3";"Год: 2021";"Дата размещения:20.04.2021";"Петрология"
"3216";"
 Т. 29  № 4";"contents.asp?id=46322092";"Номер: 4";"Год: 2021";"Дата размещения:20.07.2021";"Петрология"
"3217";"
 Т. 29  № 5";"contents.asp?id=46351371";"Номер: 5";"Год: 2021";"Дата размещения:28.07.2021";"Петрология"
"3218";"
 Т. 29  № 6";"contents.asp?id=46589495";"Номер: 6";"Год: 2021";"Дата размещения:28.09.2021";"Петрология"
"3219";"
 Т. 28  № 1";"contents.asp?id=41695464";"Номер: 1";"Год: 2020";"Дата размещения:16.01.2020";"Петрология"
"3220";"
 Т. 28  № 2";"contents.asp?id=42446542";"Номер: 2";"Год: 2020";"Дата размещения:03.03.2020";"Петрология"
"3221";"
 Т. 28  № 3";"contents.asp?id=42605271";"Номер: 3";"Год: 2020";"Дата размещения:30.03.2020";"Петрология"
"3222";"
 Т. 28  № 4";"contents.asp?id=42860278";"Номер: 4";"Год: 2020";"Дата размещения:25.05.2020";"Петрология"
"3223";"
 Т. 28  № 5";"contents.asp?id=43160420";"Номер: 5";"Год: 2020";"Дата размещения:27.07.2020";"Петрология"
"3224";"
 Т. 28  № 6";"contents.asp?id=43928167";"Номер: 6";"Год: 2020";"Дата размещения:16.09.2020";"Петрология"
"3225";"
 Т. 50  № 1";"contents.asp?id=69152948";"Номер: 1";"Год: 2024";"Дата размещения:11.09.2024";"Письма в Астрономический журнал"
"3226";"
 Т. 50  № 2";"contents.asp?id=72069027";"Номер: 2";"Год: 2024";"Дата размещения:08.10.2024";"Письма в Астрономический журнал"
"3227";"
 Т. 50  № 3";"contents.asp?id=72192009";"Номер: 3";"Год: 2024";"Дата размещения:09.10.2024";"Письма в Астрономический журнал"
"3228";"
 Т. 50  № 4";"contents.asp?id=73950477";"Номер: 4";"Год: 2024";"Дата размещения:29.10.2024";"Письма в Астрономический журнал"
"3229";"
 Т. 50  № 5";"contents.asp?id=74502509";"Номер: 5";"Год: 2024";"Дата размещения:08.11.2024";"Письма в Астрономический журнал"
"3230";"
 Т. 50  № 6";"contents.asp?id=74503508";"Номер: 6";"Год: 2024";"Дата размещения:08.11.2024";"Письма в Астрономический журнал"
"3231";"
 Т. 50  № 7";"contents.asp?id=74510532";"Номер: 7";"Год: 2024";"Дата размещения:11.11.2024";"Письма в Астрономический журнал"
"3232";"
 Т. 50  № 8";"contents.asp?id=74530151";"Номер: 8";"Год: 2024";"Дата размещения:14.11.2024";"Письма в Астрономический журнал"
"3233";"
 Т. 50  № 9";"contents.asp?id=75093528";"Номер: 9";"Год: 2024";"Дата размещения:29.11.2024";"Письма в Астрономический журнал"
"3234";"
 Т. 50  № 10";"contents.asp?id=75224177";"Номер: 10";"Год: 2024";"Дата размещения:19.12.2024";"Письма в Астрономический журнал"
"3235";"
 Т. 49  № 1";"contents.asp?id=50404800";"Номер: 1";"Год: 2023";"Дата размещения:25.03.2023";"Письма в Астрономический журнал"
"3236";"
 Т. 49  № 2";"contents.asp?id=50435850";"Номер: 2";"Год: 2023";"Дата размещения:31.03.2023";"Письма в Астрономический журнал"
"3237";"
 Т. 49  № 3";"contents.asp?id=53835878";"Номер: 3";"Год: 2023";"Дата размещения:31.05.2023";"Письма в Астрономический журнал"
"3238";"
 Т. 49  № 4";"contents.asp?id=53986134";"Номер: 4";"Год: 2023";"Дата размещения:20.06.2023";"Письма в Астрономический журнал"
"3239";"
 Т. 49  № 5";"contents.asp?id=54271505";"Номер: 5";"Год: 2023";"Дата размещения:09.08.2023";"Письма в Астрономический журнал"
"3240";"
 Т. 49  № 6";"contents.asp?id=54348445";"Номер: 6";"Год: 2023";"Дата размещения:30.08.2023";"Письма в Астрономический журнал"
"3241";"
 Т. 49  № 7";"contents.asp?id=54525524";"Номер: 7";"Год: 2023";"Дата размещения:27.09.2023";"Письма в Астрономический журнал"
"3242";"
 Т. 49  № 8";"contents.asp?id=54912748";"Номер: 8";"Год: 2023";"Дата размещения:29.11.2023";"Письма в Астрономический журнал"
"3243";"
 Т. 49  № 9";"contents.asp?id=54912988";"Номер: 9";"Год: 2023";"Дата размещения:29.11.2023";"Письма в Астрономический журнал"
"3244";"
 Т. 49  № 10";"contents.asp?id=55850889";"Номер: 10";"Год: 2023";"Дата размещения:19.12.2023";"Письма в Астрономический журнал"
