"";"link";"url";"num";"year";"...5";"L1"
"2373";"
 Т. 153  № 6";"contents.asp?id=47371371";"6";"2021";"21.12.2021";"""Известия русского географического общества"""
"2374";"
 Т. 152  № 1";"contents.asp?id=42890560";"1";"2020";"01.06.2020";"""Известия русского географического общества"""
"2375";"
 Т. 152  № 2";"contents.asp?id=42995059";"2";"2020";"22.06.2020";"""Известия русского географического общества"""
"2376";"
 Т. 152  № 3";"contents.asp?id=44262616";"3";"2020";"27.11.2020";"""Известия русского географического общества"""
"2377";"
 Т. 152  № 4";"contents.asp?id=44262707";"4";"2020";"27.11.2020";"""Известия русского географического общества"""
"2378";"
 Т. 152  № 5";"contents.asp?id=44344523";"5";"2020";"14.12.2020";"""Известия русского географического общества"""
"2379";"
 Т. 152  № 6";"contents.asp?id=44367049";"6";"2020";"18.12.2020";"""Известия русского географического общества"""
"2380";"
 № 1";"contents.asp?id=68000778";"1";"2024";"15.07.2024";"Исследование Земли из космоса"
"2381";"
 № 2";"contents.asp?id=68595516";"2";"2024";"20.08.2024";"Исследование Земли из космоса"
"2382";"
 № 3";"contents.asp?id=74482958";"3";"2024";"05.11.2024";"Исследование Земли из космоса"
"2383";"
 № 4";"contents.asp?id=75083445";"4";"2024";"28.11.2024";"Исследование Земли из космоса"
"2384";"
 № 1";"contents.asp?id=50436316";"1";"2023";"31.03.2023";"Исследование Земли из космоса"
"2385";"
 № 2";"contents.asp?id=52258930";"2";"2023";"03.05.2023";"Исследование Земли из космоса"
"2386";"
 № 3";"contents.asp?id=53738179";"3";"2023";"17.05.2023";"Исследование Земли из космоса"
"2387";"
 № 4";"contents.asp?id=54045244";"4";"2023";"27.06.2023";"Исследование Земли из космоса"
"2388";"
 № 5";"contents.asp?id=54403801";"5";"2023";"13.09.2023";"Исследование Земли из космоса"
"2389";"
 № 6";"contents.asp?id=54803999";"6";"2023";"14.11.2023";"Исследование Земли из космоса"
"2390";"
 № 1";"contents.asp?id=47958266";"1";"2022";"15.02.2022";"Исследование Земли из космоса"
"2391";"
 № 2";"contents.asp?id=48412705";"2";"2022";"11.05.2022";"Исследование Земли из космоса"
"2392";"
 № 3";"contents.asp?id=48648965";"3";"2022";"17.06.2022";"Исследование Земли из космоса"
"2393";"
 № 4";"contents.asp?id=49420323";"4";"2022";"19.09.2022";"Исследование Земли из космоса"
"2394";"
 № 5";"contents.asp?id=49745178";"5";"2022";"16.11.2022";"Исследование Земли из космоса"
"2395";"
 Т. 202  № 6";"contents.asp?id=49856181";"6";"2022";"06.12.2022";"Исследование Земли из космоса"
"2396";"
 № 1";"contents.asp?id=44810878";"1";"2021";"11.03.2021";"Исследование Земли из космоса"
"2397";"
 № 2";"contents.asp?id=45693490";"2";"2021";"12.05.2021";"Исследование Земли из космоса"
"2398";"
 № 3";"contents.asp?id=46199139";"3";"2021";"28.06.2021";"Исследование Земли из космоса"
"2399";"
 № 4";"contents.asp?id=46464472";"4";"2021";"30.08.2021";"Исследование Земли из космоса"
"2400";"
 № 5";"contents.asp?id=47147261";"5";"2021";"09.11.2021";"Исследование Земли из космоса"
"2401";"
 № 6";"contents.asp?id=47295591";"6";"2021";"07.12.2021";"Исследование Земли из космоса"
"2402";"
 № 1";"contents.asp?id=42474328";"1";"2020";"09.03.2020";"Исследование Земли из космоса"
"2403";"
 № 2";"contents.asp?id=42809631";"2";"2020";"14.05.2020";"Исследование Земли из космоса"
"2404";"
 № 3";"contents.asp?id=42995016";"3";"2020";"22.06.2020";"Исследование Земли из космоса"
"2405";"
 № 4";"contents.asp?id=43878411";"4";"2020";"09.09.2020";"Исследование Земли из космоса"
"2406";"
 № 5";"contents.asp?id=44154653";"5";"2020";"06.11.2020";"Исследование Земли из космоса"
"2407";"
 № 6";"contents.asp?id=44344611";"6";"2020";"14.12.2020";"Исследование Земли из космоса"
"2408";"
 Т. 65  № 1";"contents.asp?id=67949223";"1";"2024";"06.07.2024";"Кинетика и катализ"
"2409";"
 Т. 65  № 2";"contents.asp?id=69203031";"2";"2024";"20.09.2024";"Кинетика и катализ"
"2410";"
 Т. 64  № 1";"contents.asp?id=50404890";"1";"2023";"25.03.2023";"Кинетика и катализ"
"2411";"
 Т. 64  № 2";"contents.asp?id=50502254";"2";"2023";"13.04.2023";"Кинетика и катализ"
"2412";"
 Т. 64  № 3";"contents.asp?id=50766852";"3";"2023";"26.04.2023";"Кинетика и катализ"
"2413";"
 Т. 64  № 4";"contents.asp?id=53986365";"4";"2023";"20.06.2023";"Кинетика и катализ"
"2414";"
 Т. 64  № 5";"contents.asp?id=54378875";"5";"2023";"06.09.2023";"Кинетика и катализ"
"2415";"
 Т. 64  № 6";"contents.asp?id=54720533";"6";"2023";"25.10.2023";"Кинетика и катализ"
"2416";"
 Т. 63  № 1";"contents.asp?id=47696545";"1";"2022";"26.01.2022";"Кинетика и катализ"
"2417";"
 Т. 63  № 2";"contents.asp?id=48076188";"2";"2022";"15.03.2022";"Кинетика и катализ"
"2418";"
 Т. 63  № 3";"contents.asp?id=48457779";"3";"2022";"18.05.2022";"Кинетика и катализ"
"2419";"
 Т. 63  № 4";"contents.asp?id=48621916";"4";"2022";"14.06.2022";"Кинетика и катализ"
"2420";"
 Т. 63  № 5";"contents.asp?id=49344457";"5";"2022";"30.08.2022";"Кинетика и катализ"
"2421";"
 Т. 63  № 6";"contents.asp?id=49546597";"6";"2022";"19.10.2022";"Кинетика и катализ"
"2422";"
 Т. 62  № 1";"contents.asp?id=44573752";"1";"2021";"26.01.2021";"Кинетика и катализ"
"2423";"
 Т. 62  № 2";"contents.asp?id=44810971";"2";"2021";"11.03.2021";"Кинетика и катализ"
"2424";"
 Т. 62  № 3";"contents.asp?id=45800458";"3";"2021";"01.06.2021";"Кинетика и катализ"
